id,topic,conceptId,verificationStatus,scoreEligible,reference,referenceUrl,stem,correctAnswer
214,חולה מורכב ופרמקולוגיה,mronj_holiday,verified_authoritative,True,"American Dental Association, Osteoporosis Medications and MRONJ",https://www.ada.org/resources/ada-library/oral-health-topics/osteoporosis-medications,בבחינת רישוי נשאלת השאלה הבאה: מטופלת מקבלת bisphosphonate פומי לאוסטאופורוזיס. מה נכון לגבי drug holiday לפני טיפול דנטלי?,אין ראיות מספיקות להמליץ באופן שגרתי על drug holiday למניעת MRONJ
215,חולה מורכב ופרמקולוגיה,mronj_holiday,verified_authoritative,True,"American Dental Association, Osteoporosis Medications and MRONJ",https://www.ada.org/resources/ada-library/oral-health-topics/osteoporosis-medications,"במקרה קליני מתאים, מטופלת מקבלת bisphosphonate פומי לאוסטאופורוזיס. מה נכון לגבי drug holiday לפני טיפול דנטלי?",אין ראיות מספיקות להמליץ באופן שגרתי על drug holiday למניעת MRONJ
216,חולה מורכב ופרמקולוגיה,mronj_holiday,verified_authoritative,True,"American Dental Association, Osteoporosis Medications and MRONJ",https://www.ada.org/resources/ada-library/oral-health-topics/osteoporosis-medications,בחר את התשובה הנכונה ביותר: מטופלת מקבלת bisphosphonate פומי לאוסטאופורוזיס. מה נכון לגבי drug holiday לפני טיפול דנטלי?,אין ראיות מספיקות להמליץ באופן שגרתי על drug holiday למניעת MRONJ
217,חולה מורכב ופרמקולוגיה,preg_dental,verified_authoritative,True,"American Dental Association, Pregnancy",https://www.ada.org/resources/ada-library/oral-health-topics/pregnancy,מטופלת בהריון זקוקה לטיפול שורש דחוף. מה נכון?,"טיפול דנטלי נחוץ, כולל אנדודונטיה, יכול להתבצע במהלך ההריון"
218,חולה מורכב ופרמקולוגיה,preg_dental,verified_authoritative,True,"American Dental Association, Pregnancy",https://www.ada.org/resources/ada-library/oral-health-topics/pregnancy,בבחינת רישוי נשאלת השאלה הבאה: מטופלת בהריון זקוקה לטיפול שורש דחוף. מה נכון?,"טיפול דנטלי נחוץ, כולל אנדודונטיה, יכול להתבצע במהלך ההריון"
219,חולה מורכב ופרמקולוגיה,preg_dental,verified_authoritative,True,"American Dental Association, Pregnancy",https://www.ada.org/resources/ada-library/oral-health-topics/pregnancy,"במקרה קליני מתאים, מטופלת בהריון זקוקה לטיפול שורש דחוף. מה נכון?","טיפול דנטלי נחוץ, כולל אנדודונטיה, יכול להתבצע במהלך ההריון"
220,חולה מורכב ופרמקולוגיה,preg_dental,verified_authoritative,True,"American Dental Association, Pregnancy",https://www.ada.org/resources/ada-library/oral-health-topics/pregnancy,בחר את התשובה הנכונה ביותר: מטופלת בהריון זקוקה לטיפול שורש דחוף. מה נכון?,"טיפול דנטלי נחוץ, כולל אנדודונטיה, יכול להתבצע במהלך ההריון"
221,רדיולוגיה,rad_individual,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,מהו העיקרון המרכזי בבחירת צילום דנטלי?,לבסס את הצילום על צורך קליני פרטני לאחר היסטוריה ובדיקה
222,רדיולוגיה,rad_individual,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בבחינת רישוי נשאלת השאלה הבאה: מהו העיקרון המרכזי בבחירת צילום דנטלי?,לבסס את הצילום על צורך קליני פרטני לאחר היסטוריה ובדיקה
223,רדיולוגיה,rad_individual,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"במקרה קליני מתאים, מהו העיקרון המרכזי בבחירת צילום דנטלי?",לבסס את הצילום על צורך קליני פרטני לאחר היסטוריה ובדיקה
224,רדיולוגיה,rad_individual,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בחר את התשובה הנכונה ביותר: מהו העיקרון המרכזי בבחירת צילום דנטלי?,לבסס את הצילום על צורך קליני פרטני לאחר היסטוריה ובדיקה
225,רדיולוגיה,rad_cbct,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,מתי יש לשקול CBCT?,כאשר המידע הדרוש אינו ניתן להשגה באפשרות עם חשיפה נמוכה יותר
226,רדיולוגיה,rad_cbct,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בבחינת רישוי נשאלת השאלה הבאה: מתי יש לשקול CBCT?,כאשר המידע הדרוש אינו ניתן להשגה באפשרות עם חשיפה נמוכה יותר
227,רדיולוגיה,rad_cbct,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"במקרה קליני מתאים, מתי יש לשקול CBCT?",כאשר המידע הדרוש אינו ניתן להשגה באפשרות עם חשיפה נמוכה יותר
228,רדיולוגיה,rad_cbct,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בחר את התשובה הנכונה ביותר: מתי יש לשקול CBCT?,כאשר המידע הדרוש אינו ניתן להשגה באפשרות עם חשיפה נמוכה יותר
229,רדיולוגיה,rad_collimation,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,איזו פעולה מפחיתה חשיפה בקרינת רנטגן דנטלית?,קולימציה מלבנית לאזור העניין
230,רדיולוגיה,rad_collimation,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בבחינת רישוי נשאלת השאלה הבאה: איזו פעולה מפחיתה חשיפה בקרינת רנטגן דנטלית?,קולימציה מלבנית לאזור העניין
231,רדיולוגיה,rad_collimation,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"במקרה קליני מתאים, איזו פעולה מפחיתה חשיפה בקרינת רנטגן דנטלית?",קולימציה מלבנית לאזור העניין
232,רדיולוגיה,rad_collimation,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בחר את התשובה הנכונה ביותר: איזו פעולה מפחיתה חשיפה בקרינת רנטגן דנטלית?,קולימציה מלבנית לאזור העניין
233,רדיולוגיה,rad_previous,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"לפני צילום חדש, מה מומלץ לעשות כאשר ניתן?",לנסות להשיג צילומים קודמים ולהימנע מחשיפה מיותרת
234,רדיולוגיה,rad_previous,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"בבחינת רישוי נשאלת השאלה הבאה: לפני צילום חדש, מה מומלץ לעשות כאשר ניתן?",לנסות להשיג צילומים קודמים ולהימנע מחשיפה מיותרת
235,רדיולוגיה,rad_previous,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"במקרה קליני מתאים, לפני צילום חדש, מה מומלץ לעשות כאשר ניתן?",לנסות להשיג צילומים קודמים ולהימנע מחשיפה מיותרת
236,רדיולוגיה,rad_previous,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"בחר את התשובה הנכונה ביותר: לפני צילום חדש, מה מומלץ לעשות כאשר ניתן?",לנסות להשיג צילומים קודמים ולהימנע מחשיפה מיותרת
237,רדיולוגיה,rad_preg,verified_authoritative,True,"American Dental Association, Pregnancy",https://www.ada.org/resources/ada-library/oral-health-topics/pregnancy,האם ניתן לבצע צילום דנטלי בהריון כאשר קיימת אינדיקציה?,"כן, כאשר הוא נחוץ קלינית"
238,רדיולוגיה,rad_preg,verified_authoritative,True,"American Dental Association, Pregnancy",https://www.ada.org/resources/ada-library/oral-health-topics/pregnancy,בבחינת רישוי נשאלת השאלה הבאה: האם ניתן לבצע צילום דנטלי בהריון כאשר קיימת אינדיקציה?,"כן, כאשר הוא נחוץ קלינית"
239,רדיולוגיה,rad_preg,verified_authoritative,True,"American Dental Association, Pregnancy",https://www.ada.org/resources/ada-library/oral-health-topics/pregnancy,"במקרה קליני מתאים, האם ניתן לבצע צילום דנטלי בהריון כאשר קיימת אינדיקציה?","כן, כאשר הוא נחוץ קלינית"
240,רדיולוגיה,rad_preg,verified_authoritative,True,"American Dental Association, Pregnancy",https://www.ada.org/resources/ada-library/oral-health-topics/pregnancy,בחר את התשובה הנכונה ביותר: האם ניתן לבצע צילום דנטלי בהריון כאשר קיימת אינדיקציה?,"כן, כאשר הוא נחוץ קלינית"
241,רדיולוגיה,rad_shield,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"לפי ההמלצות העדכניות, מה נכון לגבי מיגון עופרת שגרתי למטופל בצילום דנטלי?",אינו מומלץ באופן שגרתי ברוב ההדמיות הדנטליות העדכניות
242,רדיולוגיה,rad_shield,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"בבחינת רישוי נשאלת השאלה הבאה: לפי ההמלצות העדכניות, מה נכון לגבי מיגון עופרת שגרתי למטופל בצילום דנטלי?",אינו מומלץ באופן שגרתי ברוב ההדמיות הדנטליות העדכניות
243,רדיולוגיה,rad_shield,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"במקרה קליני מתאים, לפי ההמלצות העדכניות, מה נכון לגבי מיגון עופרת שגרתי למטופל בצילום דנטלי?",אינו מומלץ באופן שגרתי ברוב ההדמיות הדנטליות העדכניות
244,רדיולוגיה,rad_shield,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"בחר את התשובה הנכונה ביותר: לפי ההמלצות העדכניות, מה נכון לגבי מיגון עופרת שגרתי למטופל בצילום דנטלי?",אינו מומלץ באופן שגרתי ברוב ההדמיות הדנטליות העדכניות
245,רדיולוגיה,rad_alara,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,מה מייצג עקרון ALARA?,חשיפה נמוכה ככל שניתן להשיג באופן סביר תוך שמירה על צורך אבחנתי
246,רדיולוגיה,rad_alara,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בבחינת רישוי נשאלת השאלה הבאה: מה מייצג עקרון ALARA?,חשיפה נמוכה ככל שניתן להשיג באופן סביר תוך שמירה על צורך אבחנתי
247,רדיולוגיה,rad_alara,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"במקרה קליני מתאים, מה מייצג עקרון ALARA?",חשיפה נמוכה ככל שניתן להשיג באופן סביר תוך שמירה על צורך אבחנתי
248,רדיולוגיה,rad_alara,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בחר את התשובה הנכונה ביותר: מה מייצג עקרון ALARA?,חשיפה נמוכה ככל שניתן להשיג באופן סביר תוך שמירה על צורך אבחנתי
249,רדיולוגיה,rad_diagnosis,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,איזה משפט נכון לגבי אבחנה על סמך צילום?,יש לשלב צילום עם היסטוריה ובדיקה קלינית
250,רדיולוגיה,rad_diagnosis,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בבחינת רישוי נשאלת השאלה הבאה: איזה משפט נכון לגבי אבחנה על סמך צילום?,יש לשלב צילום עם היסטוריה ובדיקה קלינית
251,רדיולוגיה,rad_diagnosis,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"במקרה קליני מתאים, איזה משפט נכון לגבי אבחנה על סמך צילום?",יש לשלב צילום עם היסטוריה ובדיקה קלינית
252,רדיולוגיה,rad_diagnosis,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בחר את התשובה הנכונה ביותר: איזה משפט נכון לגבי אבחנה על סמך צילום?,יש לשלב צילום עם היסטוריה ובדיקה קלינית
253,רדיולוגיה,rad_child,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,מהו עקרון Image Gently בילדים?,להתאים את החשיפה לגודל הילד ולצורך הקליני
254,רדיולוגיה,rad_child,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בבחינת רישוי נשאלת השאלה הבאה: מהו עקרון Image Gently בילדים?,להתאים את החשיפה לגודל הילד ולצורך הקליני
255,רדיולוגיה,rad_child,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"במקרה קליני מתאים, מהו עקרון Image Gently בילדים?",להתאים את החשיפה לגודל הילד ולצורך הקליני
256,רדיולוגיה,rad_child,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בחר את התשובה הנכונה ביותר: מהו עקרון Image Gently בילדים?,להתאים את החשיפה לגודל הילד ולצורך הקליני
257,רדיולוגיה,rad_digital,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,איזה אמצעי עשוי לתרום להפחתת מינון בצילום דנטלי?,קולטנים דיגיטליים יעילים
258,רדיולוגיה,rad_digital,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בבחינת רישוי נשאלת השאלה הבאה: איזה אמצעי עשוי לתרום להפחתת מינון בצילום דנטלי?,קולטנים דיגיטליים יעילים
259,רדיולוגיה,rad_digital,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,"במקרה קליני מתאים, איזה אמצעי עשוי לתרום להפחתת מינון בצילום דנטלי?",קולטנים דיגיטליים יעילים
260,רדיולוגיה,rad_digital,verified_authoritative,True,"ADA/AAOMR, Dental Radiography Patient Selection and Radiation Safety, 2026",https://www.ada.org/resources/ada-library/oral-health-topics/x-rays-radiographs,בחר את התשובה הנכונה ביותר: איזה אמצעי עשוי לתרום להפחתת מינון בצילום דנטלי?,קולטנים דיגיטליים יעילים
261,פריודונטיה,perio_stage_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,"במערכת הסיווג 2017, מה מתאר Stage של periodontitis?",חומרת המחלה ומורכבות ניהול המקרה
262,פריודונטיה,perio_stage_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,"בבחינת רישוי נשאלת השאלה הבאה: במערכת הסיווג 2017, מה מתאר Stage של periodontitis?",חומרת המחלה ומורכבות ניהול המקרה
263,פריודונטיה,perio_stage_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,"במקרה קליני מתאים, במערכת הסיווג 2017, מה מתאר Stage של periodontitis?",חומרת המחלה ומורכבות ניהול המקרה
264,פריודונטיה,perio_stage_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,"בחר את התשובה הנכונה ביותר: במערכת הסיווג 2017, מה מתאר Stage של periodontitis?",חומרת המחלה ומורכבות ניהול המקרה
265,פריודונטיה,perio_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,מה מתאר Grade של periodontitis?,פוטנציאל/קצב התקדמות ומודיפיירים כגון עישון וסוכרת
266,פריודונטיה,perio_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,בבחינת רישוי נשאלת השאלה הבאה: מה מתאר Grade של periodontitis?,פוטנציאל/קצב התקדמות ומודיפיירים כגון עישון וסוכרת
267,פריודונטיה,perio_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,"במקרה קליני מתאים, מה מתאר Grade של periodontitis?",פוטנציאל/קצב התקדמות ומודיפיירים כגון עישון וסוכרת
268,פריודונטיה,perio_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,בחר את התשובה הנכונה ביותר: מה מתאר Grade של periodontitis?,פוטנציאל/קצב התקדמות ומודיפיירים כגון עישון וסוכרת
269,פריודונטיה,perio_categories,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,איזה מונח אינו קטגוריה נפרדת במערכת 2017?,Chronic periodontitis כקטגוריה נפרדת
270,פריודונטיה,perio_categories,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,בבחינת רישוי נשאלת השאלה הבאה: איזה מונח אינו קטגוריה נפרדת במערכת 2017?,Chronic periodontitis כקטגוריה נפרדת
271,פריודונטיה,perio_categories,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,"במקרה קליני מתאים, איזה מונח אינו קטגוריה נפרדת במערכת 2017?",Chronic periodontitis כקטגוריה נפרדת
272,פריודונטיה,perio_categories,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,בחר את התשובה הנכונה ביותר: איזה מונח אינו קטגוריה נפרדת במערכת 2017?,Chronic periodontitis כקטגוריה נפרדת
273,פריודונטיה,perio_nonsurgical,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,מהו טיפול בסיסי מרכזי ב-periodontitis?,Scaling and root planing בשילוב בקרת פלאק
274,פריודונטיה,perio_nonsurgical,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,בבחינת רישוי נשאלת השאלה הבאה: מהו טיפול בסיסי מרכזי ב-periodontitis?,Scaling and root planing בשילוב בקרת פלאק
275,פריודונטיה,perio_nonsurgical,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,"במקרה קליני מתאים, מהו טיפול בסיסי מרכזי ב-periodontitis?",Scaling and root planing בשילוב בקרת פלאק
276,פריודונטיה,perio_nonsurgical,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,בחר את התשובה הנכונה ביותר: מהו טיפול בסיסי מרכזי ב-periodontitis?,Scaling and root planing בשילוב בקרת פלאק
277,פריודונטיה,perio_maintenance,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,"לאחר טיפול מוצלח ב-periodontitis, מה נכון?",נדרש supportive periodontal care לאורך זמן
278,פריודונטיה,perio_maintenance,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,"בבחינת רישוי נשאלת השאלה הבאה: לאחר טיפול מוצלח ב-periodontitis, מה נכון?",נדרש supportive periodontal care לאורך זמן
279,פריודונטיה,perio_maintenance,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,"במקרה קליני מתאים, לאחר טיפול מוצלח ב-periodontitis, מה נכון?",נדרש supportive periodontal care לאורך זמן
280,פריודונטיה,perio_maintenance,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,"בחר את התשובה הנכונה ביותר: לאחר טיפול מוצלח ב-periodontitis, מה נכון?",נדרש supportive periodontal care לאורך זמן
281,פריודונטיה,perio_necrotizing,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,איזה שילוב מתאים למחלה פריודונטלית נקרוטית?,"נמק פפילות, דימום וכאב"
282,פריודונטיה,perio_necrotizing,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,בבחינת רישוי נשאלת השאלה הבאה: איזה שילוב מתאים למחלה פריודונטלית נקרוטית?,"נמק פפילות, דימום וכאב"
283,פריודונטיה,perio_necrotizing,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,"במקרה קליני מתאים, איזה שילוב מתאים למחלה פריודונטלית נקרוטית?","נמק פפילות, דימום וכאב"
284,פריודונטיה,perio_necrotizing,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,בחר את התשובה הנכונה ביותר: איזה שילוב מתאים למחלה פריודונטלית נקרוטית?,"נמק פפילות, דימום וכאב"
285,פריודונטיה,perio_host,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,אובדן attachment ועצם ב-periodontitis נובע בעיקר מ:,תגובה חיסונית-דלקתית לביו-פילם דיסביוטי ותוצריו
286,פריודונטיה,perio_host,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,בבחינת רישוי נשאלת השאלה הבאה: אובדן attachment ועצם ב-periodontitis נובע בעיקר מ:,תגובה חיסונית-דלקתית לביו-פילם דיסביוטי ותוצריו
287,פריודונטיה,perio_host,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,"במקרה קליני מתאים, אובדן attachment ועצם ב-periodontitis נובע בעיקר מ:",תגובה חיסונית-דלקתית לביו-פילם דיסביוטי ותוצריו
288,פריודונטיה,perio_host,verified_authoritative,True,"American Dental Association, Periodontitis; 2017 AAP/EFP classification",https://www.ada.org/resources/ada-library/oral-health-topics/periodontitis,בחר את התשובה הנכונה ביותר: אובדן attachment ועצם ב-periodontitis נובע בעיקר מ:,תגובה חיסונית-דלקתית לביו-פילם דיסביוטי ותוצריו
289,פריודונטיה,perio_smoking_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,כיצד עישון משפיע על grading?,יכול לשמש modifier המעלה grade
290,פריודונטיה,perio_smoking_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,בבחינת רישוי נשאלת השאלה הבאה: כיצד עישון משפיע על grading?,יכול לשמש modifier המעלה grade
291,פריודונטיה,perio_smoking_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,"במקרה קליני מתאים, כיצד עישון משפיע על grading?",יכול לשמש modifier המעלה grade
292,פריודונטיה,perio_smoking_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,בחר את התשובה הנכונה ביותר: כיצד עישון משפיע על grading?,יכול לשמש modifier המעלה grade
293,פריודונטיה,perio_diabetes_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,כיצד glycemic control בסוכרת קשור לסיווג periodontitis?,משמש modifier ב-grading
294,פריודונטיה,perio_diabetes_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,בבחינת רישוי נשאלת השאלה הבאה: כיצד glycemic control בסוכרת קשור לסיווג periodontitis?,משמש modifier ב-grading
295,פריודונטיה,perio_diabetes_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,"במקרה קליני מתאים, כיצד glycemic control בסוכרת קשור לסיווג periodontitis?",משמש modifier ב-grading
296,פריודונטיה,perio_diabetes_grade,verified_authoritative,True,"American Academy of Periodontology, 2017 Classification / Staging and Grading",https://www.perio.org/research-science/2017-classification-of-periodontal-and-peri-implant-diseases-and-conditions/,בחר את התשובה הנכונה ביותר: כיצד glycemic control בסוכרת קשור לסיווג periodontitis?,משמש modifier ב-grading
